,categories,full_description,id,languages,name,prohibited_content,short_description,topic
47,[],"We are an international instance with no particular focus on any specific theme, a short and memorable domain, and a lightly moderated friendly community.",58ed10450b92cf2bc395326a,"['en', 'de', 'hu']",x0r.be,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",Exclusive or something,
48,[],"We're an inclusive community that welcomes all, as long as you're kind and respectful to others. We aim to provide an environment where you feel comfortable enough to participate freely and authentically.",591105917309a4750c3d397c,['en'],writing.exchange,"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam']","Writing Exchange is a small, focused community for poets, writers, bloggers, and anyone else who makes things.",writing
49,[],"Guidelines:
1. We (the admins) will not tolerate any sort of discrimination
2. Basically, don't be a jerk and you'll be ok
3. We reserve the right to remove anyone from this instance for being a jerk at our discretion, after fair warning depending on the case.

Blocked Instances:
All blocked instances have media blocks regardless of block type.
Please refer to https://computerfairi.es/about/more for an up-to-date list of blocked instances.",58eee5bf463e1078268a971d,['en'],computerfairi.es,"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']","Computer Fairies is a Mastodon instance that aims to be as queer, friendly and furry as possible. We welcome all kinds of computer fairies!",
50,['academia'],"A Mastodon instance for maths people. We have LaTeX rendering in our toots!

Operated by @christianp@mathstodon.xyz and @ColinTheMathmo@mathstodon.xyz.",5902e7820c4b3c46f854d296,['en'],mathstodon.xyz,[],A Mastodon instance for maths people. We have LaTeX rendering in our toots!,"Mathematics, math, maths, whatever you call it"
51,[],"icosahedron.website is a mastodon instance for people who like the stellation of the 20-sided convex regular polyhedron.

Other polyhedrals can come too I guess.



















Ｔ　Ａ　Ｎ　Ａ　Ｓ　Ｉ　Ｎ　Ｎ ",58e11af3831c8311929844aa,['en'],icosahedron.website,"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'spam', 'hateSpeeches', 'harrassment']",icosahedron.website is a mastodon instance for people who like the stellation of the 20-sided convex regular polyhedron.,Stellated Platonic Solids
52,"['academia', 'activism', 'journalism', 'tech']","Liberdon is a Mastodon instance for libertarians, ancaps, anarchists, voluntaryists, agorists, etc to sound off without fear of reprisal from jack or zuck. It was created in the wake of the Great Twitter Cullings of 2018, when a number of prominent libertarian accounts were suspended or banned.",5b7001beba0ea153975ca1f7,['en'],liberdon.com,"['nudity_nocw', 'pornography_nocw', 'pornography_all', 'spam', 'advertising']","For libertarians, ancaps, anarchists, voluntaryists, agorists, etc to sound off without fear of reprisal from jack, zuck, et al.","politics, liberty, libertarian, anarchy"
53,"['academia', 'activism', 'adult', 'anime', 'art', 'books', 'furry', 'games', 'humor', 'journalism', 'lgbt', 'music', 'poc', 'sports', 'tech']","Without an incentive to sell you things, TootWorld allows you to consume content you enjoy uninterrupted. Your feed is chronological, ad-free and non-algorithmic. You decide who and what you want to see!",5b49f3a064f5590143c96231,"['ab', 'aa', 'af', 'ak', 'sq', 'am', 'ar', 'an', 'hy', 'as', 'av', 'ay', 'az', 'bm', 'ba', 'eu', 'be', 'bn', 'bh', 'bi', 'bs', 'br', 'bg', 'my', 'km', 'ca', 'ch', 'ce', 'ny', 'zh', 'cv', 'kw', 'co', 'cr', 'hr', 'cs', 'da', 'dv', 'nl', 'dz', 'en', 'eo', 'et', 'ee', 'fo', 'fj', 'fi', 'fr', 'gl', 'lg', 'ka', 'de', 'el', 'kl', 'gn', 'gu', 'ht', 'ha', 'he', 'hz', 'hi', 'ho', 'hu', 'is', 'io', 'ig', 'id', 'ia', 'ie', 'iu', 'ik', 'ga', 'it', 'ja', 'jv', 'kn', 'kr', 'ks', 'kk', 'ki', 'ky', 'rn', 'kv', 'kg', 'ko', 'kj', 'ku', 'lo', 'la', 'lv', 'li', 'ln', 'lt', 'lb', 'mk', 'mg', 'ms', 'ml', 'mt', 'gv', 'mi', 'mr', 'mh', 'mo', 'mn', 'na', 'nv', 'ng', 'ne', 'nd', 'se', 'no', 'nn', 'oc', 'oj', 'cu', 'or', 'om', 'os', 'pi', 'pa', 'ps', 'fa', 'ff', 'pl', 'pt', 'qu', 'rm', 'ro', 'ru', 'rw', 'sm', 'sg', 'sa', 'sc', 'gd', 'sr', 'sh', 'sn', 'ii', 'sd', 'si', 'sk', 'sl', 'so', 'nr', 'st', 'es', 'su', 'sw', 'ss', 'sv', 'tl', 'ty', 'tg', 'ta', 'tt', 'te', 'th', 'bo', 'ti', 'to', 'ts', 'tn', 'tr', 'tk', 'tw', 'uk', 'ur', 'ug', 'uz', 've', 'vi', 'vo', 'wa', 'cy', 'fy', 'wo', 'xh', 'yi', 'yo', 'za', 'zu']",toot.world,[],"TootWorld allows you to consume content you enjoy uninterrupted. Your feed is chronological, ad-free and non-algorithmic.",
54,"['activism', 'adult', 'lgbt', 'tech']","Your home for shit posting and existential dread. Girlcock.club was started as an instance focused primarily on giving trans femmes a voice and a place to vent. If you experience trans-misogyny or are sick of being moderated by cis folks who may not have your interests in mind, this is the place for you.",5b45394bfa6236722f762a19,"['en', 'fr']",girlcock.club,"['nudity_nocw', 'pornography_nocw', 'advertising']",An instance primarily focused on providing a safe(r) space for Trans Women.,
55,"['games', 'humor', 'lgbt']",A cool and chill place for cool and chill people. LGBT+-friendly and moderated. The sort of place we used to hang out at before the Internet got paved over and turned into a mall. Generally leftist.,5b8197e9e80ab079b280c14a,['en'],radical.town,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","This is a general, casual instance for cool and chill people with a 90s chat room aesthetic.",
56,"['activism', 'art', 'furry', 'games', 'lgbt', 'poc', 'tech']","Witches.live is a place for witches of all kinds to cast spells and have a good time ending capitalism and generally enjoying ourselves. We actively moderate and block federation with bad-faith instances for a high quality and safer experience. With an ever-growing library of great emoji available and unique theming, what are you waiting for? Join the coven!",5b7a5d788ec14f5384705951,"['en', 'fr', 'pt']",witches.live,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']","Are you a witch? Are you two witches? Do you want to cast spells far, far away from fascists and jerks? Hello,",
57,[],"A decentralized social network hosted by a decentralized community.


We have a code of conduct here: <a href=""http://confcodeofconduct.com/"">http://confcodeofconduct.com/</a>


去中心化社群架設的去中心化社群網站
本站參與守則： tw.confcodeofconduct.com",58efbea893ec4e6e86a76c08,"['zh', 'en']",g0v.social,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment', 'spoilers_nocw']","去中心化社群架設的去中心化社群網站
",
58,[],Instances and services all hosted in Australia for Australians,5b7988378ec14f5384705943,['en'],aus.social,['spam'],Australian focused Instance,Australia
59,[],"Moin! Dies ist eine Mastodon Instanz für Nordlichter, Schnacker und was sonst noch so aus dem Norden kommt. Egal ob aus Bremen, Hamburg, Oldenburg oder direkt von der Küste. Natürlich sind auch alle anderen willkommen! Die Instanz nimmt sich auch die nordischen Stadtstaaten zum Vorbild wenn es um Mitbestimmung geht.",5b6df211ba0ea153975ca1ef,"['en', 'de']",norden.social,"['illegalContentLinks', 'spam']","Moin! Dies ist eine Mastodon Instanz für Nordlichter, Schnacker und alle anderen.",
60,"['anime', 'lgbt', 'tech']","一个由无盈利的hitorino运营维护的Mastodon实例，可使用中文、日语及英语交流。
致力于打造最萌最友好的平等的二次元社交氛围！可以通过访问我们的官网 https://hitorino.moe 来获取更多资讯。
非営利的団体hitorinoより運営しておる実例でございます。日本語、英語、中国語などで交流可能。ナンバーワンの激萌えで友好的、平等な二次元交流雰囲気を作ることを目指す！
詳しくは公式サイトへ https://hitorino.moe
A lovely Mastodon instance powered by Hitorino. Hitorino is a nonprofit project. You can speak Chinese, Japanese and English. You can visit our official website https://hitorino.moe",5a50dba7e92cf74aeed34b56,"['zh', 'en', 'ja']",m.hitorino.moe,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising']",猫娘领域×激萌的Mastodon社交频道 | 猫娘領域×激萌えなMastodon社交チャンネル | Neko × Domain a lovely Mastodon instance,
61,"['activism', 'lgbt']","A place for the marginalized, those pushed out of society, the wretched of the earth. 

We can be your home. Your place of comfort and solace. 

Everyone is welcome, but our priorities are for those who need the most community and most help.",5944cca8c2fd2e213aec4666,['en'],mastodon.starrevolution.org,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",A community for those who have none.,
62,"['academia', 'activism', 'lgbt', 'tech']","oc.todon.fr est une instance Mastodon francophone et avec une modération active. French-speaking Mastodon instance with active moderation.

Règles :

Aucun type de harcèlement ou de (micro-)agression n'est toléré, qu'elles soient personnelles ou relèvent d'un système oppressif (misogynie, racisme, LGBTphobies/queerphobie, validisme, etc.). De même pour la promotion de ces oppressions et des mouvements politiques associés (masculinisme, suprémacisme, etc.).

La pornographie et la nudité sont tolérées pour le moment, mais doivent être obligatoirement indiquées comme NSFW. De même pour contenus sensibles/choquants, qui doivent avoir un Content Warning approprié.

Sauf exception accordée par l'admin, les publicités sont bannies de cette instance.",58e277ff3f67c310eab28cb6,"['en', 'fr']",oc.todon.fr,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",Instance Mastodon francophone et avec une modération active. Mostly French-speaking Mastodon instance with active moderation.,
63,['tech']," Welcome to Ruhr.Social, your mastodon instance for everything regarding the Ruhr area in Germany. We want to be a platform for tech-lovers, nerds and founders of small businesses and provide an ad-free and social place to talk for you.

Have fun :)

This instance is made possible by the awesome people at 9elements",5a3be5a567eb6930d0cf7400,"['en', 'de']",ruhr.social,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",And instance for tech-lovers and small-business founders of the Ruhr area in Germany,An instance for the Ruhr area in Germany
64,[],"The instance has multiple goals, the most important of all being making everyone on here feel as safe as possible. Other goals include letting users manage their social life easily and securely, making this instance a nice community with a shared expression space, and making the fediverse better. 

Right now, the only admin and moderator is @wxcafe. This might change in the future, and will be reflected on this page. Please report any content breaking the rules highlighted on this page using the report function. We don't hesitate to moderate posts, to silence and/or suspend users, local or remote, and instances. In France we like to think of this as ""Censure Communautariste"".


 This server is run on a server paid for by @wxcafe, hosted on Vultr. The server is a 4GB RAM, 2 vCores, 60G disk VPS. It costs $20/months, and is financed using Patreon
The bot @server_status posts information about the status of the server every once in a while, be it graphs about the ressources, number of users and toots, etc...",58e25d6a8fc23f4d8fc8620e,"['en', 'fr']",social.wxcafe.net,"['nudity_nocw', 'pornography_nocw', 'sexism', 'racism', 'illegalContentLinks', 'spam', 'advertising', 'hateSpeeches', 'harrassment']","This is an open mastodon instance for social justice activists, LGBTQIA+ people, and people who are aware of such subjects and care about them. ","LGBTQIA+, social justice, activism, tech"
